,husage,husunion,husearns,huseduc,husblck,hushisp,hushrs,kidge6,earns,age,black,educ,hispanic,union,faminc,husexp,exper,kidlt6,hours,nwifeinc,inlf,hrwage
4382,29,0.0,400,12,0,0,40,0,322.0,26,0,14,0,0.0,27500,11,6,0,40,10.755999999999998,1,8.05
4383,53,0.0,200,18,0,0,40,0,100.0,52,0,16,0,0.0,22500,29,30,0,20,17.3,1,5.0
4386,40,1.0,250,4,0,1,40,0,250.0,46,0,12,1,1.0,22500,30,28,1,40,9.5,1,6.25
4387,39,0.0,300,12,0,0,40,1,440.0,39,0,12,0,0.0,45000,21,21,0,40,22.12,1,11.0
4388,31,1.0,451,10,0,0,46,0,323.0,45,0,12,0,0.0,37500,15,27,0,45,20.704,1,7.177778
4396,57,0.0,390,12,1,0,40,0,320.0,55,1,12,0,0.0,45000,39,37,0,40,28.36,1,8.0
4397,32,0.0,800,16,0,0,55,0,450.0,27,0,14,0,0.0,45000,10,7,0,40,21.6,1,11.25
4399,32,0.0,1000,16,0,0,40,0,480.0,35,0,16,0,1.0,45000,10,13,1,32,20.04,1,15.0
4400,36,0.0,538,12,0,0,0,0,538.0,32,0,10,0,0.0,55000,18,16,1,40,27.024,1,13.45
4401,55,0.0,1100,14,0,0,0,1,320.0,53,0,12,0,0.0,112500,35,35,0,40,95.86,1,8.0
4402,51,0.0,440,12,0,0,40,0,500.0,46,0,12,0,0.0,45000,33,28,0,45,19.0,1,11.11111
4404,42,1.0,786,12,0,0,40,1,158.0,40,0,12,0,1.0,45000,24,22,0,30,36.784,1,5.266667
4406,29,1.0,368,12,0,0,30,0,620.0,30,0,16,0,0.0,55000,11,8,1,40,22.76,1,15.5
4414,24,0.0,400,14,0,0,30,1,294.0,31,0,13,0,0.0,32500,4,12,0,40,17.212,1,7.35
4418,29,0.0,399,10,0,1,38,0,548.0,28,0,15,1,0.0,27500,13,7,0,40,0.0,1,13.7
4423,25,0.0,425,13,0,0,38,0,210.0,23,0,13,0,0.0,32500,6,4,0,40,21.58,1,5.25
4425,34,0.0,768,12,0,0,48,1,260.0,40,0,12,0,0.0,45000,16,22,0,40,31.48,1,6.5
4426,28,1.0,400,12,0,0,40,0,400.0,31,0,12,0,1.0,37500,10,13,1,45,16.7,1,8.888889
4427,26,0.0,400,12,0,0,40,0,405.0,25,0,12,0,1.0,37500,8,7,0,40,16.44,1,10.125
4428,52,1.0,673,18,0,0,40,1,400.0,48,0,14,0,0.0,0,28,28,0,40,0.0,1,10.0
4430,28,1.0,606,14,0,0,40,0,470.0,27,0,12,0,1.0,67500,8,9,0,40,43.06,1,11.75
4432,44,1.0,447,12,0,0,48,0,264.0,41,0,12,0,0.0,45000,26,23,0,35,31.272,1,7.542857000000001
4434,39,0.0,750,16,0,0,40,0,255.0,32,0,12,0,0.0,55000,17,14,1,40,41.74,1,6.375
4435,38,0.0,379,12,0,0,50,0,195.0,32,0,13,0,0.0,27500,20,13,1,20,17.36,1,9.75
4436,43,0.0,400,16,0,0,40,0,335.0,38,0,16,0,0.0,27500,21,16,1,40,10.08,1,8.375
4437,55,0.0,750,17,0,0,24,0,336.0,56,0,16,0,0.0,67500,32,34,0,24,50.028,1,14.0
4438,41,1.0,540,12,0,0,50,1,200.0,41,0,16,0,0.0,3000,23,19,0,28,0.0,1,7.142857000000001
4442,59,1.0,500,7,0,0,50,1,126.0,55,0,10,0,0.0,22500,46,39,0,28,15.948,1,4.5
4443,47,0.0,900,16,0,0,0,1,900.0,46,0,18,0,1.0,112500,25,22,0,50,65.7,1,18.0
4444,43,0.0,800,16,0,0,40,0,850.0,38,0,17,0,0.0,112500,21,15,0,40,68.3,1,21.25
4449,29,0.0,460,16,1,0,38,0,350.0,29,1,16,0,0.0,45000,7,7,1,40,26.8,1,8.75
4451,29,0.0,328,12,1,0,0,0,220.0,30,1,12,0,0.0,32500,11,12,1,40,21.06,1,5.5
4452,61,0.0,900,14,0,0,40,0,210.0,58,0,15,0,0.0,32500,41,37,0,20,21.58,1,10.5
4454,54,0.0,1442,16,0,0,50,1,425.0,47,0,18,0,1.0,112500,32,23,0,35,90.4,1,12.14286
4460,56,1.0,476,14,0,0,0,0,500.0,46,0,12,0,0.0,22500,36,28,0,48,0.0,1,10.41667
4463,36,0.0,615,12,0,0,40,1,807.0,37,0,12,0,0.0,67500,18,19,0,40,25.535999999999998,1,20.175
4464,43,0.0,1000,16,0,0,40,1,130.0,41,0,12,0,0.0,55000,21,23,0,20,48.24,1,6.5
4468,44,0.0,928,12,0,0,40,1,660.0,39,0,14,0,1.0,112500,26,19,0,40,78.18,1,16.5
4469,30,0.0,654,12,0,0,40,0,616.0,26,0,12,0,0.0,67500,12,8,0,35,35.468,1,17.6
4470,42,0.0,360,12,0,0,40,1,137.0,41,0,14,0,0.0,17500,24,21,0,20,10.376,1,6.85
4471,35,1.0,397,12,0,0,46,1,413.0,33,0,12,0,0.0,45000,17,15,0,40,23.524,1,10.325
4472,31,0.0,700,14,0,0,60,0,150.0,23,0,14,0,0.0,32500,11,3,1,40,24.7,1,3.75
4473,27,0.0,495,12,0,0,40,0,200.0,24,0,12,0,0.0,32500,9,6,0,40,22.1,1,5.0
4475,42,0.0,368,13,1,0,40,0,415.0,44,1,18,0,1.0,45000,23,20,0,40,23.42,1,10.375
4480,44,1.0,360,12,0,0,40,1,240.0,39,0,12,0,0.0,37500,26,21,0,40,25.02,1,6.0
4484,41,0.0,400,12,0,0,62,1,280.0,30,0,14,0,0.0,45000,23,10,0,40,30.44,1,7.0
4487,54,0.0,300,13,1,0,40,0,122.0,59,1,14,0,0.0,27500,35,39,0,30,21.156,1,4.066667
4490,36,0.0,460,12,0,0,40,1,128.0,35,0,12,0,0.0,22500,18,17,0,24,15.844000000000001,1,5.3333330000000005
4493,30,0.0,400,10,0,0,40,0,100.0,28,0,12,0,0.0,22500,14,10,1,20,17.3,1,5.0
4496,47,0.0,560,16,0,0,42,0,600.0,43,0,16,0,0.0,112500,25,21,0,45,81.3,1,13.333329999999998
4500,46,0.0,1100,12,0,0,30,0,312.0,44,0,12,0,0.0,55000,28,26,1,24,38.775999999999996,1,13.0
4501,29,0.0,356,12,0,1,40,0,340.0,29,0,12,1,0.0,32500,11,11,1,40,14.82,1,8.5
4505,56,0.0,415,8,0,0,40,0,77.0,53,0,10,0,0.0,22500,42,37,0,16,18.496,1,4.8125
4509,43,0.0,300,12,0,1,55,1,149.0,44,0,2,1,0.0,22500,25,36,0,35,14.752,1,4.257143
4512,42,0.0,1000,16,0,0,55,0,635.0,44,0,17,0,0.0,67500,20,21,0,40,34.48,1,15.875
4513,46,0.0,350,16,0,0,40,0,425.0,43,0,12,0,0.0,45000,24,25,0,40,22.9,1,10.625
4515,33,1.0,520,16,0,0,40,0,264.0,33,0,16,0,0.0,45000,11,11,1,48,31.272,1,5.5
4516,42,0.0,720,14,0,0,40,0,400.0,41,0,14,0,0.0,67500,22,21,0,40,46.7,1,10.0
4517,45,1.0,400,18,0,0,40,1,656.0,45,0,18,0,0.0,67500,21,21,0,40,33.388000000000005,1,16.4
4519,27,0.0,550,10,0,0,44,0,371.0,25,0,12,0,0.0,45000,11,7,1,40,25.708000000000002,1,9.275
4521,37,0.0,960,12,0,0,80,1,270.0,34,0,12,0,0.0,67500,19,16,0,24,53.46,1,11.25
4525,31,0.0,250,12,0,0,40,0,246.0,31,0,18,0,0.0,32500,13,7,0,35,19.708,1,7.0285720000000005
4527,60,0.0,846,18,0,0,40,0,461.0,58,0,18,0,0.0,3000,36,34,0,30,0.0,1,15.366670000000001
4528,49,0.0,400,8,0,0,40,0,336.0,52,0,12,0,0.0,27500,35,34,0,40,10.027999999999999,1,8.4
4529,43,1.0,1000,12,0,0,40,1,125.0,37,0,13,0,0.0,37500,25,18,0,16,31.0,1,7.8125
4530,47,0.0,425,12,0,0,0,1,455.0,46,0,17,0,0.0,112500,29,23,0,40,88.84,1,11.375
4532,33,1.0,284,13,0,0,38,0,301.0,32,0,12,0,1.0,22500,14,14,1,25,6.848,1,12.04
4536,27,1.0,700,17,0,0,40,0,100.0,29,0,12,0,0.0,32500,4,11,0,20,27.3,1,5.0
4538,57,1.0,588,16,0,0,40,0,230.0,54,0,16,0,0.0,45000,35,32,0,40,33.04,1,5.75
4540,26,0.0,170,6,0,1,12,0,320.0,26,0,12,1,0.0,22500,14,8,1,40,5.86,1,8.0
4544,29,0.0,349,15,1,0,60,0,700.0,32,1,16,0,0.0,45000,8,10,1,40,8.6,1,17.5
4546,44,0.0,404,9,0,0,72,1,240.0,47,0,9,0,0.0,37500,29,32,0,40,25.02,1,6.0
4547,38,0.0,500,14,0,0,40,1,320.0,36,0,13,0,0.0,11500,18,17,0,40,0.0,1,8.0
4549,37,0.0,450,12,1,0,60,1,360.0,39,1,12,0,0.0,22500,19,21,0,40,3.78,1,9.0
4557,30,0.0,608,12,0,0,45,0,247.0,28,0,12,0,0.0,37500,12,10,1,40,24.656,1,6.175
4558,38,0.0,440,12,0,0,42,1,125.0,39,0,14,0,0.0,32500,20,19,0,25,26.0,1,5.0
4559,46,0.0,574,12,0,0,45,0,65.0,34,0,12,0,0.0,37500,28,16,1,18,34.12,1,3.611111
4561,39,0.0,820,16,1,0,40,0,1000.0,43,1,16,0,0.0,112500,17,21,1,40,60.5,1,25.0
4564,57,0.0,1500,16,0,1,64,0,1100.0,51,0,16,0,0.0,112500,35,29,0,40,55.3,1,27.5
4565,34,0.0,810,12,0,0,60,0,480.0,32,0,12,0,0.0,32500,16,14,1,40,7.54,1,12.0
4566,46,1.0,734,12,0,0,43,1,945.0,43,0,13,0,0.0,112500,28,24,0,45,63.36,1,21.0
4567,35,1.0,440,12,1,0,40,0,328.0,31,1,14,0,0.0,37500,17,11,1,40,20.444000000000003,1,8.2
4568,49,0.0,184,7,0,1,40,0,297.0,45,0,8,1,0.0,13750,36,31,0,40,0.0,1,7.425
4572,45,0.0,528,10,0,0,40,1,266.0,45,0,6,0,0.0,27500,29,33,0,40,13.668,1,6.65
4573,35,0.0,500,12,0,0,40,0,300.0,41,0,15,0,0.0,45000,17,20,0,40,29.4,1,7.5
4574,49,1.0,800,12,0,0,40,0,260.0,48,0,12,0,0.0,112500,31,30,0,40,98.98,1,6.5
4585,41,0.0,1154,16,0,0,70,1,315.0,38,0,12,0,0.0,112500,19,20,0,35,96.12,1,9.0
4586,24,0.0,310,12,0,0,30,0,300.0,23,0,12,0,0.0,37500,6,5,1,40,21.9,1,7.5
4589,39,0.0,384,16,0,0,40,1,90.0,38,0,14,0,0.0,27500,17,18,0,15,22.82,1,6.0
4590,27,0.0,600,15,0,0,40,0,410.0,26,0,15,0,0.0,67500,6,5,1,40,46.18,1,10.25
4591,29,1.0,1000,12,0,0,44,0,550.0,29,0,13,0,0.0,112500,11,10,0,45,83.9,1,12.22222
4592,22,0.0,800,9,0,0,50,0,700.0,30,0,12,0,0.0,55000,7,12,0,50,18.6,1,14.0
4594,42,1.0,575,13,0,0,40,1,156.0,34,0,15,0,0.0,45000,23,13,0,25,36.888000000000005,1,6.24
4595,34,1.0,335,8,0,1,42,0,335.0,32,0,6,1,1.0,27500,20,20,1,40,10.08,1,8.375
4596,43,1.0,700,12,0,0,40,1,100.0,43,0,12,0,0.0,32500,25,25,0,18,27.3,1,5.555555
4598,30,1.0,750,15,0,0,56,0,535.0,31,0,13,0,0.0,55000,9,12,1,40,27.18,1,13.375
4601,33,0.0,500,16,0,0,40,0,100.0,27,0,12,0,0.0,45000,11,9,1,16,39.8,1,6.25
4603,40,0.0,388,12,0,0,40,0,484.0,41,0,12,0,0.0,55000,22,23,0,40,29.831999999999997,1,12.1
4604,45,0.0,363,12,0,0,40,1,581.0,43,0,13,0,0.0,55000,27,24,0,40,24.788,1,14.525
4607,54,1.0,650,15,0,0,35,0,138.0,54,0,15,0,0.0,27500,33,33,0,28,20.324,1,4.928571
4608,40,1.0,700,18,0,0,40,0,680.0,39,0,18,0,1.0,55000,16,15,1,40,19.64,1,17.0
4609,53,0.0,250,12,0,0,40,0,250.0,49,0,12,0,0.0,27500,35,31,0,40,14.5,1,6.25
4611,34,1.0,531,12,0,0,35,1,420.0,41,0,16,0,0.0,55000,16,19,0,32,33.16,1,13.125
4614,33,0.0,105,13,0,0,20,0,397.0,31,0,12,0,0.0,27500,14,13,0,40,6.856,1,9.925
4616,41,1.0,1759,16,1,0,48,1,300.0,41,1,16,0,0.0,67500,19,19,0,40,51.9,1,7.5
4617,50,1.0,326,12,0,0,40,0,298.0,49,0,12,0,1.0,32500,32,31,0,35,17.004,1,8.514286
4621,45,0.0,490,10,0,1,48,0,775.0,38,0,12,1,0.0,55000,29,20,0,70,14.7,1,11.07143
4624,50,0.0,630,12,0,0,45,0,400.0,47,0,12,0,0.0,67500,32,29,0,32,46.7,1,12.5
4625,23,1.0,230,6,0,1,40,1,200.0,29,0,16,1,0.0,17500,11,7,0,40,7.1,1,5.0
4627,46,0.0,350,12,0,0,40,0,338.0,45,0,13,0,0.0,67500,28,26,0,40,49.924,1,8.45
4628,47,1.0,420,12,0,0,40,0,150.0,48,0,12,0,0.0,27500,29,30,0,35,19.7,1,4.285714
4629,39,0.0,757,12,0,0,37,1,158.0,40,0,13,0,0.0,45000,21,21,0,30,36.784,1,5.266667
4630,36,0.0,390,12,0,0,40,0,60.0,35,0,10,0,0.0,27500,18,19,1,8,24.38,1,7.5
4632,28,0.0,380,12,0,0,30,0,400.0,27,0,14,0,0.0,32500,10,7,0,40,11.7,1,10.0
4633,49,0.0,680,12,0,0,40,1,600.0,46,0,16,0,0.0,45000,31,24,0,40,13.8,1,15.0
4634,57,0.0,800,18,0,0,40,0,500.0,53,0,16,0,0.0,67500,33,31,0,40,41.5,1,12.5
4637,41,0.0,1008,18,0,0,60,1,449.0,35,0,14,0,0.0,67500,17,15,0,40,44.152,1,11.225
4639,45,1.0,577,16,0,0,40,1,190.0,45,0,12,0,0.0,45000,23,27,0,35,35.12,1,5.428571
4643,52,0.0,890,10,0,0,32,0,276.0,50,0,12,0,0.0,55000,36,32,0,35,40.648,1,7.885714
4644,30,0.0,600,16,0,0,55,0,360.0,29,0,16,0,0.0,55000,8,7,1,50,36.28,1,7.2
4645,57,1.0,600,13,0,0,40,1,100.0,41,0,13,0,0.0,55000,38,22,0,18,49.8,1,5.555555
4646,36,0.0,400,12,0,0,30,0,280.0,27,0,12,0,0.0,32500,18,9,0,40,17.94,1,7.0
4648,27,0.0,523,12,0,0,70,0,257.0,25,0,12,0,0.0,32500,9,7,1,35,19.136,1,7.342857
4649,64,0.0,174,14,0,0,40,1,40.0,56,0,13,0,0.0,27500,44,37,0,8,25.42,1,5.0
4651,44,0.0,850,12,0,0,50,1,380.0,43,0,12,0,0.0,45000,26,25,0,35,25.24,1,10.85714
4652,58,0.0,240,12,0,0,45,0,170.0,54,0,8,0,0.0,17500,40,40,0,40,8.66,1,4.25
4653,55,0.0,500,12,0,0,55,0,700.0,55,0,17,0,0.0,3000,37,32,0,45,0.0,1,15.55556
4654,59,0.0,350,12,1,0,40,0,450.0,49,1,12,0,0.0,37500,41,31,0,35,14.1,1,12.85714
4662,52,1.0,260,14,0,0,40,1,175.0,38,0,14,0,0.0,17500,32,18,0,30,8.4,1,5.8333330000000005
4665,48,0.0,317,12,0,0,40,1,170.0,37,0,12,0,0.0,13750,30,19,0,40,4.91,1,4.25
4666,48,0.0,317,12,0,0,40,1,170.0,37,0,12,0,0.0,13750,30,19,0,40,4.91,1,4.25
4673,35,0.0,380,11,0,1,40,1,260.0,44,0,12,1,0.0,32500,18,26,0,40,18.98,1,6.5
4674,39,0.0,775,16,0,0,18,0,87.0,42,0,16,0,0.0,27500,17,20,1,12,22.976,1,7.25
4681,37,0.0,800,16,0,0,65,0,611.0,38,0,16,0,1.0,67500,15,16,1,40,35.728,1,15.275
4682,29,0.0,603,12,0,0,40,0,600.0,22,0,12,0,0.0,67500,11,4,0,40,36.3,1,15.0
4683,32,0.0,456,14,0,0,48,0,320.0,31,0,12,0,0.0,45000,12,13,1,40,28.36,1,8.0
4686,34,1.0,530,12,0,1,50,0,500.0,34,0,15,1,0.0,17500,16,13,1,40,0.0,1,12.5
4688,24,0.0,560,11,0,0,31,0,280.0,28,0,12,0,1.0,17500,7,10,1,40,2.94,1,7.0
4691,37,1.0,800,12,0,0,48,0,550.0,28,0,14,0,0.0,67500,19,8,1,40,38.9,1,13.75
4693,39,0.0,1165,18,0,0,65,1,576.0,34,0,12,0,0.0,112500,15,16,0,25,82.54799999999999,1,23.04
4694,33,1.0,1080,13,0,0,24,0,543.0,31,0,12,0,0.0,32500,14,13,1,42,4.263999999999999,1,12.92857
4697,39,0.0,320,6,0,0,80,1,173.0,34,0,12,0,0.0,6250,27,16,0,32,0.0,1,5.40625
4699,32,0.0,675,16,0,0,40,0,96.0,32,0,16,0,0.0,67500,10,10,1,12,62.508,1,8.0
4700,39,0.0,900,17,0,0,16,1,500.0,43,0,14,0,0.0,45000,16,23,0,40,19.0,1,12.5
4706,24,0.0,316,12,0,0,40,0,358.0,31,0,13,0,0.0,32500,6,12,1,40,13.884,1,8.95
4707,32,0.0,825,16,0,0,40,0,850.0,32,0,16,0,1.0,45000,10,10,1,45,0.8,1,18.88889
4708,39,0.0,1200,15,0,0,60,0,440.0,41,0,14,0,0.0,55000,18,21,1,20,32.12,1,22.0
4709,41,0.0,244,14,0,1,60,0,433.0,34,0,16,1,1.0,45000,21,12,1,35,22.484,1,12.37143
4711,22,0.0,240,12,0,0,40,0,152.0,22,0,12,0,0.0,8750,4,4,1,40,0.846,1,3.8
4715,28,1.0,830,12,0,0,58,0,520.0,28,0,12,0,0.0,67500,10,10,1,40,40.46,1,13.0
4716,60,0.0,229,12,0,0,40,0,229.0,58,0,12,0,0.0,13750,42,40,0,35,1.8419999999999999,1,6.542857
4718,36,1.0,590,16,0,0,32,0,559.0,35,0,16,0,0.0,55000,14,13,0,40,25.932,1,13.975
4723,43,1.0,563,13,0,0,40,1,200.0,42,0,14,0,0.0,32500,24,22,0,40,22.1,1,5.0
4725,34,1.0,500,12,0,0,60,1,250.0,39,0,12,0,0.0,27500,16,21,0,40,14.5,1,6.25
4729,49,0.0,1000,18,0,0,40,0,400.0,48,0,14,0,0.0,112500,25,28,0,40,91.7,1,10.0
4730,55,1.0,557,10,0,0,40,0,264.0,46,0,12,0,0.0,55000,39,28,0,40,41.272,1,6.6
4731,31,0.0,750,12,0,1,48,0,750.0,30,0,15,0,0.0,55000,13,9,1,36,16.0,1,20.83333
4732,52,0.0,1000,17,0,0,50,1,700.0,51,0,17,0,1.0,112500,29,28,0,32,76.1,1,21.875
4733,27,1.0,360,11,0,0,40,0,203.0,28,0,12,0,0.0,32500,10,10,1,36,21.944000000000003,1,5.638889
4736,50,0.0,450,12,0,0,30,1,550.0,45,0,13,1,0.0,6250,32,26,0,40,0.0,1,13.75
4737,52,0.0,280,9,0,0,40,0,250.0,46,0,9,0,0.0,13750,37,31,0,40,0.75,1,6.25
4739,41,0.0,500,14,0,0,40,0,280.0,44,0,12,0,1.0,0,21,26,1,40,0.0,1,7.0
4743,37,0.0,800,14,0,0,40,1,350.0,35,0,12,0,0.0,37500,17,17,0,48,19.3,1,7.2916669999999995
4745,32,1.0,765,12,0,0,55,0,650.0,32,0,12,0,0.0,45000,14,14,0,35,11.2,1,18.57143
4746,38,1.0,343,12,1,0,40,0,278.0,27,1,13,0,0.0,11500,20,8,1,40,0.0,1,6.95
4747,36,0.0,210,12,0,0,31,1,135.0,37,0,10,0,0.0,22500,18,21,0,30,15.48,1,4.5
4751,42,0.0,550,12,0,1,40,0,250.0,37,0,10,1,0.0,37500,24,21,0,40,24.5,1,6.25
4752,38,0.0,500,12,0,1,45,0,380.0,31,0,12,0,0.0,37500,20,13,1,40,17.74,1,9.5
4753,50,0.0,240,12,0,1,0,0,358.0,44,0,7,1,1.0,13750,32,31,0,49,0.0,1,7.306122
4754,50,0.0,240,12,0,1,0,0,358.0,44,0,7,1,1.0,13750,32,31,0,49,0.0,1,7.306122
4757,28,0.0,500,14,0,0,40,0,350.0,27,0,16,0,1.0,45000,8,5,0,45,26.8,1,7.777778
4758,41,1.0,770,15,0,0,40,0,80.0,35,0,12,0,0.0,45000,20,17,1,16,40.84,1,5.0
4764,51,1.0,720,13,0,0,40,0,90.0,48,0,13,0,0.0,37500,32,29,1,20,32.82,1,4.5
4765,34,1.0,360,12,0,0,40,1,171.0,34,0,15,0,0.0,22500,16,13,0,32,13.607999999999999,1,5.34375
4767,33,0.0,940,16,0,0,55,1,110.0,33,0,13,0,0.0,45000,11,14,0,24,39.28,1,4.5833330000000005
4768,43,0.0,500,13,0,0,40,1,200.0,38,0,12,0,0.0,32500,24,20,0,40,22.1,1,5.0
4769,43,0.0,250,16,0,0,40,1,120.0,40,0,16,0,0.0,37500,21,18,0,28,31.26,1,4.285714
4770,35,0.0,425,11,0,0,40,1,400.0,30,0,12,0,0.0,45000,18,12,0,40,24.2,1,10.0
4771,49,0.0,1212,13,0,0,50,0,418.0,49,0,12,0,0.0,112500,30,31,0,40,90.764,1,10.45
4773,50,0.0,533,12,0,0,40,0,800.0,49,0,14,0,0.0,55000,32,29,0,26,13.4,1,30.76923
4775,49,1.0,1100,13,0,0,47,0,600.0,44,0,13,0,1.0,112500,30,25,0,40,81.3,1,15.0
4777,48,0.0,500,12,0,0,60,1,85.0,33,0,13,0,0.0,37500,30,14,0,25,33.08,1,3.4
4778,45,0.0,175,13,0,0,20,0,253.0,41,0,12,0,0.0,11500,26,23,1,40,0.0,1,6.325
4779,37,1.0,460,12,0,0,40,1,294.0,35,0,13,0,0.0,55000,19,16,0,45,39.711999999999996,1,6.533333
4780,52,0.0,125,10,0,0,42,0,450.0,46,0,12,0,0.0,17500,36,28,0,32,0.0,1,14.0625
4781,38,0.0,308,12,0,0,32,0,378.0,42,0,15,0,1.0,45000,20,21,1,40,25.344,1,9.45
4785,45,0.0,282,13,0,0,40,1,144.0,37,0,13,0,0.0,17500,26,18,0,32,10.012,1,4.5
4788,49,1.0,700,18,0,0,40,0,350.0,40,0,12,0,1.0,67500,25,22,0,40,49.3,1,8.75
4790,30,0.0,500,18,0,0,40,0,500.0,28,0,18,0,0.0,45000,6,4,0,40,19.0,1,12.5
4791,49,1.0,900,13,0,0,40,0,280.0,57,0,12,0,0.0,55000,30,39,0,40,40.44,1,7.0
4794,44,1.0,584,14,0,0,40,1,750.0,41,0,12,0,0.0,45000,24,23,0,40,6.0,1,18.75
4796,36,0.0,1000,18,0,0,40,1,450.0,37,0,18,0,1.0,67500,12,13,0,40,44.1,1,11.25
4797,62,0.0,644,18,0,0,40,0,368.0,53,0,12,0,0.0,55000,38,35,0,40,35.864000000000004,1,9.2
4799,23,0.0,70,15,0,0,10,0,120.0,24,0,0,0,0.0,13750,2,18,0,15,7.51,1,8.0
4800,30,1.0,870,12,0,0,40,0,525.0,28,0,15,0,0.0,55000,12,7,1,36,27.7,1,14.583329999999998
4801,51,1.0,461,12,0,0,40,0,340.0,42,0,12,0,0.0,3000,33,24,0,40,0.0,1,8.5
4803,26,0.0,275,14,0,0,40,0,450.0,30,0,16,0,0.0,32500,6,8,0,40,9.1,1,11.25
4806,44,0.0,500,18,0,0,60,1,535.0,40,0,18,0,0.0,37500,20,16,0,45,9.68,1,11.88889
4808,32,0.0,370,12,0,0,45,0,423.0,30,0,12,0,0.0,32500,14,12,1,40,10.504000000000001,1,10.575
4809,34,0.0,900,18,0,0,40,1,800.0,34,0,18,0,0.0,45000,10,10,0,60,3.4,1,13.333329999999998
4810,52,0.0,692,14,0,0,40,0,650.0,53,0,12,0,0.0,67500,32,35,0,40,33.7,1,16.25
4811,29,0.0,160,16,0,0,0,0,130.0,30,0,16,0,0.0,32500,7,8,0,32,25.74,1,4.0625
4812,38,1.0,353,12,0,0,50,1,210.0,44,0,9,0,0.0,32500,20,29,0,40,21.58,1,5.25
4819,38,1.0,1035,13,0,0,50,1,380.0,35,0,12,0,0.0,55000,19,17,0,40,35.24,1,9.5
4821,50,1.0,687,12,0,0,40,0,401.0,39,0,12,0,1.0,55000,32,21,0,40,34.148,1,10.025
4822,34,0.0,400,14,1,0,70,0,250.0,32,1,15,0,0.0,0,14,11,1,50,0.0,1,5.0
4824,31,0.0,210,12,0,0,40,0,170.0,23,0,9,0,0.0,17500,13,8,0,40,8.66,1,4.25
4826,42,0.0,630,12,0,0,56,1,150.0,33,0,12,0,1.0,45000,24,15,0,15,37.2,1,10.0
4827,41,0.0,450,12,1,0,24,1,160.0,41,1,9,0,0.0,32500,23,26,0,40,24.18,1,4.0
4830,35,0.0,400,12,0,0,60,1,210.0,34,0,12,0,0.0,27500,17,16,0,24,16.58,1,8.75
4832,28,0.0,750,14,0,0,50,0,557.0,27,0,17,0,1.0,3000,8,4,1,40,0.0,1,13.925
4834,48,0.0,560,9,0,1,40,0,152.0,45,0,9,1,1.0,37500,33,30,0,35,29.596,1,4.342857
4837,62,0.0,1279,14,0,0,46,0,270.0,50,0,12,1,0.0,3000,42,32,0,32,0.0,1,8.4375
4838,39,0.0,700,18,0,0,50,0,96.0,37,0,18,0,0.0,37500,15,13,0,6,32.508,1,16.0
4841,56,0.0,330,7,0,0,40,1,160.0,36,0,12,0,0.0,37500,43,18,0,28,29.18,1,5.714286
4843,38,1.0,504,12,1,0,42,1,300.0,37,1,16,0,1.0,32500,20,15,0,40,16.9,1,7.5
4848,40,0.0,500,12,0,0,40,0,85.0,38,0,12,0,0.0,37500,22,20,1,24,33.08,1,3.541667
4849,39,0.0,600,12,0,0,40,0,200.0,37,0,10,0,0.0,6250,21,21,1,40,0.0,1,5.0
4851,46,0.0,903,16,0,0,50,0,232.0,45,0,12,0,0.0,55000,24,27,0,35,42.93600000000001,1,6.628572
4856,30,0.0,650,13,1,0,40,0,35.0,24,1,12,0,0.0,27500,11,6,1,8,25.68,1,4.375
4858,45,0.0,461,12,0,0,40,0,730.0,43,0,17,0,1.0,55000,27,20,0,40,17.04,1,18.25
4859,42,1.0,655,13,0,1,50,1,190.0,43,0,13,1,0.0,32500,23,24,0,20,22.62,1,9.5
4860,23,1.0,425,12,0,0,32,0,226.0,25,0,12,0,0.0,32500,5,7,1,40,20.748,1,5.65
4863,48,1.0,800,10,0,0,50,1,475.0,40,0,12,0,0.0,67500,32,22,0,45,42.8,1,10.55556
4866,53,0.0,455,12,0,0,70,0,450.0,52,0,12,0,0.0,112500,35,34,0,40,89.1,1,11.25
4870,25,1.0,520,12,0,0,40,0,540.0,27,0,12,0,0.0,37500,7,9,0,25,9.42,1,21.6
4871,35,0.0,360,16,0,0,40,0,420.0,27,0,16,0,0.0,22500,13,5,0,40,0.66,1,10.5
4876,39,0.0,1045,12,0,0,50,0,595.0,36,0,14,0,0.0,112500,21,16,0,40,81.56,1,14.875
4879,34,1.0,480,15,0,0,40,1,320.0,29,0,12,0,0.0,45000,13,11,0,40,28.36,1,8.0
4880,40,1.0,646,14,0,0,39,1,191.0,38,0,13,0,0.0,32500,20,19,0,30,22.568,1,6.366667
4883,27,0.0,419,12,0,0,36,0,168.0,26,0,12,0,0.0,22500,9,8,1,40,13.764000000000001,1,4.2
4884,44,1.0,611,12,0,0,52,1,340.0,35,0,14,0,0.0,45000,26,15,0,40,27.32,1,8.5
4886,40,0.0,740,12,0,0,50,1,98.0,40,0,12,0,0.0,45000,22,22,0,12,39.904,1,8.166667
4888,46,0.0,690,17,1,0,40,0,730.0,37,1,16,0,0.0,67500,23,15,0,40,29.54,1,18.25
4889,48,1.0,962,18,0,0,35,1,156.0,44,0,17,0,1.0,37500,24,21,0,15,29.388,1,10.4
4894,57,0.0,450,12,0,0,43,0,503.0,53,0,12,0,0.0,27500,39,35,0,40,1.344,1,12.575
